"id"	"text"	"org"	"time"	"lang"
"267048219986944_1197744133584010"	"10 years of saying “Good Morning Down” http://supportingcommunities.org/latest-news/2016/2/25/10-years-of-saying-good-morning-down"	"Supporting Communities"	1456482432	"en"
"267048219986944_1390852240939864"	"Successful Funding Applications http://supportingcommunities.org/latest-events/2016/10/14/successful-funding-applications"	"Supporting Communities"	1474969182	"en"
"62502980797_10152717656560798"	"Look who has turned into papa Smurf?? A big shout out to John Taggart and his friends and family who all took part in an abseil on Sat and are holding a disco this Friday  all to raise funds and awareness for testicular cancer!!! Loving the new look John...."	"Action Cancer"	1411557237	"en"
"267048219986944_1444325502259204"	"Check out this event in the Armagh  Portadown and Banbridge areas next week."	"Supporting Communities"	1478876844	"en"
"504292489664000_1501012656658640"	"After beating Ukraine to guarantee our best ever position. well done lads so proud of you."	"Street Soccer NI"	1504552083	"en"
"267048219986944_1166570220034735"	"People and Communities is a new flagship programme that will support you to work with local people to make positive changes in communities across Northern Ireland. forore details see website."	"Supporting Communities"	1452526540	"en"
"141654136830_10154072527206831"	"It’s Winter Woolly Walk month! Preparations are well underway for our eight Winter Woolly Walks taking place at the end of the month.   Over the coming weeks  we’ll be featuring some of the beautiful locations where we hope you will join us with your family for a fresh winter walk.   First up are our walks in Portstewart  Derry/Londonderry and Enniskillen.   Starting and finishing at Harry’s Shack  the Portstewart walk sweeps along the picturesque North Coast and takes in the views of Inishowen Headland and Mussenden Temple perched atop the cliffs.   The walk in Derry/Londonderry starts at St Columb’s Park House and takes in the beautiful surroundings of Ebrington Square and the iconic Peace bridge.   Finally  the walk in Castle Coole  Enniskillen starts at the Grand Yard and passes the Ice-House  before taking in breath-taking views of the lake  mansion and surrounding countryside.   All walks are around 3-4 miles  and are followed by warming refreshments and family fun.   To join us  go to: http://bit.ly/WinterWoollyWalk"	"Cancer Fund For Children"	1486569600	"en"
"301522759885516_1073537059350745"	"Macmillan Northern Ireland updated their cover photo."	"Macmillan NI"	1470842966	"en"
"62502980797_10153351156025798"	"Last week some of our fundraising team were out and about with the U Crew promoting The Bra Walk. Just over a week to go until the walk  so if you haven t done so already why not sign up.   Visit http://www.actioncancer.org/Get-Involved/Events/Walk/The-Bra-Walk or call 028 9080 3344"	"Action Cancer"	1432822108	"en"
"301522759885516_1089167484454369"	"Fancy doing something a little different on a Monday evening.. all in aid of Macmillan NI."	"Macmillan NI"	1472562198	"en"
"62502980797_10154348504490798"	"Over May and June  Action Cancers Health Promotion Team provided an impressive 487 checks in Pop Up sessions across NI.    Of the 487 men that attended  57% were referred to their GP - 23% had high cholesterol  26% had high blood pressure and 8% had high blood glucose levels.  Thank you to all of the organisations that hosted us  you were fantastic and we hope to see you all again in 2017!   #MensHealth #MHW2016 #Prostatecancer #Testicularcancer #Healthylifestyle #Prevention  Ardglass GAC Ruairí Óg CLG  Cushendall Clandeboye Golf Club  Bangor Crossmaglen Rangers GAC City Of Derry Rugby Club Moortown St. Malachys Armagh Men s Shed Cliftonville Football Club Derriaghy Day Centre The Old School House  Clough Community Hub  Bangor  Coalisland Fianna G.F.C Belfast City Hospital Strabane Sigersons GAA Ballynahinch Community Centre Ballymote Centre  Downpatrick The Newcastle Centre Ards Leisure Centre County Down Rural Community Network"	"Action Cancer"	1467810050	"en"
"301522759885516_819719214732532"	"Lylehill Young Farmers Club held their 85th Anniversary Dinner in the Dunadry Hotel on Friday 20th February! The club would like to thank the Dunadry Hotel and their Guest Speaker YFCU Vice President James Speers! The Dinner rounded off a year of celebrations which included a Tractor Run in memory of past Club Leader  past President and long serving Patron  Trustee and friend Jamesie Watt. This event raised £2 495 for Northern Ireland Chest  Heart and Stroke. Other fundraising events throughout the year included bagpacks  fireside quizzes  a treasure hunt and cycling 85 miles around Lough Neagh! Through these events £8 223.80 was raised for Macmillan Cancer Support  bringing the total donated to charity in Lylehill YFC’s 85th year to a staggering £10 718.80! THANK YOU TO ALL WHO TOOK PART!"	"Macmillan NI"	1426625445	"en"
"62502980797_10153525549930798"	"One month to go until our annual Giant s Walk.  It isn t too late to sign up for this scenic sponsored walk in the North Coast.   Sign up today at http://www.actioncancer.org/Get-Involved/Events/Walk/Giant-Walk"	"Action Cancer"	1438786800	"en"
"141654136830_10152732472301831"	"Proof that golf is for all ages and that swapping a golf ball for an egg is great fun!   Little Adam Braithwaite grabbed his golf clubs and took on the Moy Park Chicken #DriveAnEggChallenge!  We nominate AV Browne and Peter O Hara Photography! Are you up to the challenge? You ve got 48 hours! Don t forget to text DRIVE to 70660 to donate £3 to Cancer Fund for Children"	"Cancer Fund For Children"	1431713700	"en"
"62502980797_10152940399240798"	"Feeling a bit like King-Size Homer today? Well  you re definitely not alone! We hope you all had a fantastic Christmas and are enjoying putting your feet up today.  Don t forget  you can start the New Year with an M.O.T. health check from Action Cancer to give you a starting point of the New Year fitness drive - just book online at http://bit.ly/1rcs1AE or phone 02890 803344.  Our booking lines are open from 9am - 8pm Monday to Friday  and 9am - 5pm on Saturday and Sundays.   The line will be closing early on New Year s Eve (at 2pm) and is closed all day on New Years Day.  Enjoy the rest of the festivities!"	"Action Cancer"	1419606001	"en"
"267048219986944_1090117347680023"	"Supporting Communities shared a link."	"Supporting Communities"	1441181582	"en"
"62502980797_10152285626150798"	"Good luck to everyone taking part in the Hooley in the Cooley tomorrow night at Bready Cricket Club in aid of Action Cancer. thank you for your support :-)"	"Action Cancer"	1396022774	"en"
"267048219986944_1938570219501394"	"Now hiring! Liaison Officer post for South Antrim/ North Belfast area. More info on our website: http://supportingcommunities.org/job-vacancies/"	"Supporting Communities"	1509007084	"en"
"267048219986944_1618327708192315"	"Digital Inclusion is a STAR for Supporting Communities http://supportingcommunities.org/latest-news/2017/3/8/digital-inclusion-is-a-star-for-supporting-communities"	"Supporting Communities"	1488988302	"en"
"62502980797_10156691093930798"	"With just over a week to go to The Bra Walk we are getting super excited here at Action Cancer HQ!  You could be joining SuperValu NI Wellness Ambassador Estelle Wallace as she warms everyone up for the 10k walk  there’s still time to sign up at www.actioncancer.org and raise vital funds for our unique Breast Screening Service !"	"Action Cancer"	1528362360	"en"
"141654136830_10152761010031831"	"Our CEO Gillian Creevy welcomed Rory McIlroy back to Daisy Lodge this evening for a star-studded fundraising event hosted by The Rory Foundation! We were delighted to have Rory and friends back to Daisy Lodge to enjoy top entertainment from Riverdance and local musicians  as well as a Q & A session with Sergio Garcia & Rickie Fowler. Most importantly  the guests helped us vital funds for local families across the Island of Ireland affected by Cancer."	"Cancer Fund For Children"	1432672200	"en"
"267048219986944_1057061494318942"	"Heritage Lottery Fund - Funding for Anniversaries  The Heritage Lottery Fund provides funding for projects to mark anniversaries of all kinds. Grants start at £3 000. Groups and organisations can apply under our Sharing Heritage  Our Heritage  Young Roots and Heritage Grants programmes.  For more information please call the anniversaries enquiry line on 020 7591 6044 or email anniversaries@hlf.org.uk.  If your group is thinking about getting an anniversary project funded  then please visit the link :  www.hlf.org.uk/about-us/news features/fundinganniversaries#.VYFavRHJDIW"	"Supporting Communities"	1436266867	"en"
"267048219986944_707845515907210"	"Promoting Integration Award Social integration  positive interaction and community cohesion – some of the things the Chartered Institute of Housing think are worth celebrating! The Promoting Integration Award recognises housing-related initiatives that encourage integration of communities  whether in terms of age  ethnicity  religion  disability  economic status  housing tenure or other status. The Award is open for nominations of initiatives involving housing providers  professionals or community groups which promote shared spaces  increase positive interactions across communities or make meaningful contributions to community life.  So if you are proud of what your organisation does or impressed with what others have achieved  nominate them now at www.cih.org/ni/awards and help the Chartered Institute of Housing find the winner for one of their 2014 Housing Awards.  Don’t delay as the application deadline is Monday 16 December 2013. Full details of the 10 award categories and how to apply are outlined on the awards website.  If you have any questions or require further information about how to submit your nomination please contact Kerry Kelly by email: kerry.kelly@cih.org or by telephone on 028 9077 8222."	"Supporting Communities"	1386242825	"en"
"62502980797_10155176386780798"	"Today we want to say a HUGE thank you to everyone who has supported Action Cancer! We are so grateful to have such amazing volunteers hosting amazing events in aid of Action Cancer! Without you we couldn t provide the life saving detection and support services that we do!   If you would like to host a fundraising event in aid of Action Cancer contact our fundraising team on 028 90 80 33 44 or email sellis@actioncancer.org"	"Action Cancer"	1489082400	"en"
"109605035734212_1182312001796838"	"https://www.facebook.com/manniskohjalp/posts/533215233501476 #folkbildning"	"Sensus"	1446979675	"en"
"62502980797_10153462400485798"	"Do you live in or near Banbridge?   Our fantastic Group there are looking for anybody that could volunteer an hour of their time to help with a collection on Monday 13th. If you re interested  just comment below!"	"Action Cancer"	1436472001	"en"
"141654136830_10152244645946831"	"Tesco NI are supporting Cancer Fund for Children this weekend with collections in all stores! Pop in and say hello to help raise vital funds during #ChildhoodCancerAwarenessMonth! A huge thank you to all our amazing volunteers for giving up their valuable time - it means the world!"	"Cancer Fund For Children"	1410542904	"en"
"267048219986944_1205009119524178"	"Go ON NI Rural Event http://supportingcommunities.org/latest-events/2016/3/15/go-on-ni-rural-event"	"Supporting Communities"	1457355118	"en"
"62502980797_10153303728375798"	"Did you know it is Cancer Awareness Week?   There is no better time to book a free Health Check in Action Cancer House during our Mens’ Health Campaign. Learn more about reducing your risk of developing cancer through making small lifestyle changes and take advantage of the following Health Checks:  • Cholesterol and Blood Glucose • Blood Pressure and Pulse Rate • Body Composition Analysis • Lung Function • Skin Scanner  Available for men aged 16+. To book an appointment please call 028 9080 3344 or visit the following link http://www.actioncancer.org/Appointments"	"Action Cancer"	1431699635	"en"
"267048219986944_633147146710381"	"Invest NI’s Social Entrepreneurship Programme is now open for applications    The Social Entrepreneurship Programme is a free initiative that has been developed to help voluntary  community and social economy sector organisations develop a profitable enterprise that will provide an unrestricted source of income and ensure the future sustainability of your organisation.     This is achieved through a programme of free  specialist one to one mentoring. Funding assistance may also be offered depending on the economic benefits of the social enterprise. Applications for this programme are open.     To find out more about the Social Enterprise model or about the Social Entrepreneurship Programme itself visit www.enterprisenw.com or email brian@enterprisenw.com for further information or to discuss the application process."	"Supporting Communities"	1374676430	"en"
"301522759885516_736330173071437"	"Amazing evening at The Quays  Newry... Sandra Douglas is showing her fantastic teapot collection in aid of Macmillan NI.... Please call in & have a look... You will be overwhelmed 😄"	"Macmillan NI"	1411151432	"en"
"141654136830_10152240581151831"	"Belfast City Hall Goes Gold for Childhood Cancer Awareness Month!  On Monday 15th of September  Belfast City Hall will #GoGold to help raise awareness of the impact of childhood cancer  We will be out showing our support on the night along with other children s cancer charities as this iconic building is illumuniated in gold in support of children and young people diagnosed with cancer. Families are welcome to join us from 8.30pm and Lightitupgold will be providing candles."	"Cancer Fund For Children"	1410342582	"en"
"504292489664000_1483243305102242"	"Draw for the World Cup announced. Men s Group: Russia  Costa Rica  Wales and Belgium  Women s Group: Scotland  India  USA  Kenya and Burkina Faso"	"Street Soccer NI"	1502813712	"en"
"62502980797_10154629569635798"	"MEET LAUREN   I was diagnosed with Thyroid Cancer in 2014 when I was 16. My family and close friends were extremely supportive but if the peer mentoring service was around when I was going through treatment I would have felt a lot less alone and isolated being the age I was  and going on with school and exams. Hopefully I can help someone through their cancer journey even if it s just by being there to listen.    Lauren is part of our Peer Mentoring Team at Action Cancer who have all had their own cancer diagnosis and who are now keen to share their experiences in such a way that it may help others along a similar journey  by listening  sharing stories  answering questions and just being there in a way that sometimes others can’t be.   If you would like to get in touch with Lauren or any of our mentors  please contact Elizabeth Boyd on 90803355/07580133757 or at eboyd@actioncancer.org"	"Action Cancer"	1479643800	"en"
"301522759885516_1112147455489705"	"Check out our new album of photographs from the construction site of the new Macmillan Support Centre at Altnagelvin  where the construction crew from TAL held an early coffee morning ahead of this Friday s World s Biggest Coffee Mornings.  Huge thanks to the TAL team and Martin Reilly  who heads our local fundraising committee.  The roof s on but we re not there yet and are still need to meet our £1.5M target.  You can help us do it this Friday with a cup of coffee and a bun!"	"Macmillan NI"	1475058841	"en"
"141654136830_10151571433236831"	"Little Ben Herbert (6) who was diagnosed with leukaemia last year got on-board to help promote the Light it up Gold campaign with MLA Steven Agnew at Stormont. As part of the parent-led LIUG campaign  which was warmly supported by NICFC  buildings across Ireland including Castle Buildings and Belfast City Hall were lit up in gold last week to raise awareness of childhood cancer.  NICFC’s Director of Services Liz Osborne congratulated all those involved in making LIUG the resounding success it has been. She added: “Many people rallied behind this inspiring initiative. Thanks must go to all the parents and their children who participated in LIUG. A big thank you also to parents from across Ireland who reached out and invited NICFC to share this unique experience. It was our pleasure to do so.”"	"Cancer Fund For Children"	1378999258	"en"
"504292489664000_1080341215392455"	"On our way to Glasgow. Not far to go now. Exciting times"	"Street Soccer NI"	1468061044	"en"
"141654136830_10155191708856831"	"Check out this week s Thank You Thursday heroes  who have all done amazing things to raise money for Cancer Fund for Children.   Every pound raised will make such a huge difference in supporting local children with cancer  and their families.   We really appreciate your support - thank you so much!   #ThankYouThursday"	"Cancer Fund For Children"	1524153075	"en"
"141654136830_10153269451986831"	"Happy #MothersDay weekend to all #mums & those mums who show incredible resilience in the face of cancer"	"Cancer Fund For Children"	1457114118	"en"
"301522759885516_656581164379672"	"We are holding an Adrenalin Drop on the 5th of April at Forestside shopping centre to kick off our Charity Month Partnership. If any one wants to take part in the Foot First Jump and get your Adrenaline going please contact Emma at eewings@macmillan.org.uk. We can t wait to hear from you all!!"	"Macmillan NI"	1395670029	"en"
"141654136830_10155319245481831"	"They re not just any volunteers...they re M&S volunteers!  Earlier this week  we were delighted to welcome a lovely group of employees from Marks & Spencers to our therapeutic short break centre  Daisy Lodge.  The team rolled up their sleeves and spent some hours volunteering in our gardens  helping to paint flowerbeds and tidying up leaves and weeds in the grounds.  They also kindly donated £500 to Daisy Lodge for hosting the volunteer day.    This comes as part of a week-long volunteering drive across Marks and Spencer stores  as employees from across the country give up their time to make a difference in the local communities they serve.  Huge thanks for the support  we really do appreciate it!  #ThankYouThursday #Volunteering"	"Cancer Fund For Children"	1529598338	"en"
"141654136830_10154709357726831"	"EUROSPAR NI and ViVOXTRA NI bag £750 000 for local children with cancer.   We are absolutely to delighted to announce that Henderson Group  owners of EUROPSPAR and ViVOXTRA have reached a phenomenal fundraising milestone of £750K for Cancer Fund for Children.   The local community supermarkets have been supporting us for six years  with staff and customers raising this staggering total through a wide range of fundraising events  from in-store collections and coffee mornings to overseas treks and local challenge events.   The funds raised will help us ensure children and young people living with cancer in Northern Ireland don’t have to face it alone.   Find out more at cancerfundforchildren.com"	"Cancer Fund For Children"	1506678107	"en"
"62502980797_10154197827490798"	"DON T FORGET OUR NEW DROP IN COFFEE AND CHAT- TUES 10 MAY  If you or anyone you know has been diagnosed with cancer and would like to chat to other people in the same boat  we would love to see you at our new monthly coffee mornings  2nd Tuesday of every month  These get togethers will be in the Oak Room  Macmillan Information & Support Centre  Lisburn Road on a monthly basis from 10.00-12.00 and will be very relaxed and informal and just a chance to find out how others are doing and the support available.  Peer mentors will be there to chat to and share their own experiences  and of course their cake :)  Look forward to seeing you there"	"Action Cancer"	1462716000	"en"
"62502980797_10154282397030798"	"⚽ Ahead of Northern Ireland s first big match today  we have a fantastic prize to share with you  courtesy of Lisburn s The Cardan Bar and Grill | Distil Bar:Club and our Lisburn Action Cancer Group! ⚽  You could win a Northern Ireland Football top signed by the Euro 2016 Northern Ireland squad.  All you have to do is buy a raffle ticket at one of The Cardan Bar and Grill s live showings of the Northern Ireland Group stage matches all shown live on the big screen :D   ⚽ Poland vs Northern Ireland - 12th June 17:00 ⚽ Ukraine vs Northern Ireland - 16th June 17:00 ⚽ Northern Ireland vs Germany - 21st June 17:00"	"Action Cancer"	1465736700	"en"
"282485720383_10154662919365384"	"The Ortus Group shared a photo."	"Ortus Group"	1412343647	"en"
"62502980797_10152447067085798"	"Ellie asked her friends for a donation to Action Cancer in lieu of presents on her 15th birthday. Thank you so much Ellie  your generosity will be an inspiration and example to others!"	"Action Cancer"	1401802095	"en"
"504292489664000_1496371470456092"	"Unfortunately our brave NI Lionesses were beaten by India. Proud of them all 💚"	"Street Soccer NI"	1504112966	"en"
"62502980797_10155064641525798"	"Action Cancer provide FREE Breast Screening for women age 40-49 & 70+  BUT it is still important for all women to be breast aware! Getting used to what your breasts normally feel like  makes it easier to notice changes.  Here is our helpful guide on how to check!"	"Action Cancer"	1487008840	"en"
"301522759885516_964762016894917"	"How about this for an epic transformation?! Fiona Deans and her partner Walton Hart  Braved the Shave  for Macmillan as a thank you for the care Fiona s sister has received from the organisation during her cancer journey. Fiona  who donated her hair to the Princess Trust wanted to show her support for her sister and so far the couple have raised just under £1 300. If you d like to support their efforts you can donate via Fiona s Just Giving page  https://www.justgiving.com/Fiona-Deans5/"	"Macmillan NI"	1455113472	"en"
"267048219986944_1557751140916639"	"BBC Children in Need - Main Grants Programme    The Main Grants programme is open to charities and not-for-profit organisations applying for grants over £10 000 per year for up to three years.   Funding is available to not-for-profit organisations in the UK that are supporting children and young people of 18 years and under who are experiencing disadvantage through:      -Illness  distress  abuse or neglect   -Any kind of disability   -Behavioural or psychological difficulties   -Living in poverty or situations of deprivation    Organisations must be working to combat this disadvantage and to make a real difference to children and young people s lives.   Grants of over £10 000 are available to support projects for up to three years.  There is no upper limit but very few grants over £100 000 are made and most grants are for much less.    Deadlines: 19th January 2017  15th May 2017 and 15th September 2017   For further information  visit www.bbc.co.uk/pudsey"	"Supporting Communities"	1484757934	"en"
"141654136830_10154949315456831"	"If you’re a teacher and are planning for the new term ahead  then be sure to check our Read On campaign.  Read On is a great way to get pupils reading for fun  whilst also making a difference to local children living with cancer. Pupils pick their favourite book  and get sponsored to read either at home or in school.  It’s the perfect way to celebrate National Storytelling Week  which takes place from 27th January – 3rd February.  To find out more  go to: http://www.cancerfundforchildren.com/event/readon/  Tag a teacher!"	"Cancer Fund For Children"	1515434400	"en"
"141654136830_10154481113446831"	"On today s #ThankYouThursday we d like to say a huge thank you to Victoria Lightbody from Wallace High School for raising an amazing £800 after running the London Mini Marathon.  Massive thanks also to Queens Grads FC Queens Grads FC for their donation of £100  which was raised during their Allister Murphy Cup at the end of June.  These donations will make a huge difference to families affected by cancer so thank you so much!  #SupportingFamilies #ChildhoodCancerAwareness"	"Cancer Fund For Children"	1499358600	"en"
"141654136830_10153879503416831"	"We re delighted to announce that we are a finalist in our category of the Aviva Community Fund!   Thanks to your votes we are now in with a chance of securing the £10 000 funding  which will help us to provide children and young people affected by cancer with therapeutic residentials at our Narnia Log Cabin.   A massive thank you to everyone that voted. Proof that your support really does make a difference!"	"Cancer Fund For Children"	1480014001	"en"
"141654136830_10151484571181831"	"We are celebrating reaching the halfway point in our Daisy Lodge therapeutic short break centre build project! Hooray! This important marker means we are one step closer to being able to provide restorative short breaks to exhausted families affected by cancer in Northern Ireland. Check out the Daisy Lodge section of our NICFC website for more info and pics on how the build is progressing! Log on to http://www.nicfc.com/daisy-lodge/"	"Cancer Fund For Children"	1374771267	"en"
"141654136830_10153071223026831"	"Join us at #DaisyLodge next Thursday 12th and Friday 13th November for two incredible feasts and tantalizing dishes created by the award winning chef Joery Castel  co-owner of The Boathouse Restaurant. Joery has won ‘Best Chef Ulster’ in the YesChef Ireland Scotland Awards and the Boat House is one of only four restaurants in Northern Ireland to achieve three AA Rosettes for 2015-2016. We are absolutely delighted Joery is joining us on this special evening to support local families with cancer.   To secure your place on one of these incredible evenings phone 02843724212 (NOTE: Thursday is almost sold out!)"	"Cancer Fund For Children"	1446838201	"en"
"62502980797_10155438131680798"	"THE BIG BUS IS COMING TO DERRY!  We will be at St Joseph s Boys  School  West Way  Creggan  Derry BT48 9NX on 1st & 2nd June.  To book an appointment for Breast Screening or an MOT Health check just click here: www.actioncancer.org/Appointments  For other locations visit our website: www.actioncancer.org/How-We-Help/Big-Bus/Locations  New dates are added frequently but if you would like to book a Big Bus visit to your local community please fill in an expression of interest form on our website:  www.actioncancer.org/How-We-Help/Big-Bus/Book-the-Bus  Action Cancer s Big Bus is sponsored by SuperValu NI"	"Action Cancer"	1495800000	"en"
"282485720383_10160414049770384"	"The Ortus Awards Finalist Profile - Retail Business of the Year sponsored by MTB Solicitors  Our next finalist in focus is First Class Blinds and Flooring. First Class Blinds and Flooring opened 14 years ago to provide a quality service to the local community for blinds  flooring and accessories.   To discover more at: https://www.facebook.com/FirstClassBlindsCarpetsFlooring/  The Ortus Awards are taking place on June 21st 2018. For more information on the awards and all our finalists check out the website: https://ortus.org/the-ortus-awards/"	"Ortus Group"	1528457429	"en"
"111005714391_10155466895094392"	"Scouterna was live."	"Scouterna"	1479550017	"en"
"141654136830_10153475337796831"	"This #VolunteersWeek we met up with Lynnette  our adventurous volunteer who began volunteering back in 2013 when she embarked on a trek to China: “I lost my granddad at a very young age to cancer and I know the devastating affect this disease has on the family. This is one of the reasons Cancer Fund for Children means so much to me. Seeing the help they provide and hearing just how much it means to the families they support is a very humbling experience. When you start volunteering you realise it is like a little family.  Everyone knows each other  and many have been volunteering for years.” Lynette is calling for others to get involved too: “I would simply say stop thinking and just do it. You’ll not be sorry that you have.  Why would you not when all you have to do is donate some of your time. It costs you nothing but in turn helps a fantastic charity to do some wonderful things for families going through such a tough time.” Read more: http://bit.ly/1Og15QQ"	"Cancer Fund For Children"	1465559700	"en"
"141654136830_10151509272216831"	"Look who we bumped into at the Games! Lovely to meet the Health Minister  Mr Edwin Poots  and update him on our Daisy Lodge project  which will provide therapeutic breaks for families nursing a child with cancer from Spring 2014."	"Cancer Fund For Children"	1375957808	"en"
"62502980797_10155809826140798"	"Did you know we offer health checks and other health promotion programmes in workplaces?  To book a programme or for more information contact us on 02890803370"	"Action Cancer"	1505372453	"en"
"62502980797_10155463751690798"	"MOT Health Checks available in LIMAVADY.  Our Big Bus will @ Market Street  Limavady on the 9th June!  Action Cancer’s M.O.T. health checks are offered to both male and females aged 16+ and involve a number of assessments including cholesterol  blood glucose  body composition and blood pressure. - See more at: http://www.actioncancer.org/How-We-Help/Health-Promotion/MOT-Health-Check#sthash.fj9Xwsp7.dpuf  To book on for an appointment go online http://www.actioncancer.org/Appointments or give us a call on 02890803344 (Option 1)  For other locations; http://www.actioncancer.org/How-We-Help/Big-Bus/Locations  The Big Bus is sponsored by SuperValu NI"	"Action Cancer"	1496509200	"en"
"131902926868193_910967318961746"	"string"	"Ung Diabetes"	1441902421	"en"
"62502980797_10151902809155798"	"Presseye.com Belfast"	"Action Cancer"	1382099751	"en"
"62502980797_10153792473730798"	"We all love to have a treat over the festive season! With numerous parties and celebrations it won’t only be Santa Claus with a little round belly! So why not try some of these alternative festive delights as a healthier option this Christmas"	"Action Cancer"	1449511201	"en"
"141654136830_10152324974681831"	"Thanks to Doc Martens (Official) who recently supported Cancer Fund for Children at the launch of their new Belfast store. These fab customised Original 1460 boots were auctioned to support the charity and raised a wonderful £250. We’re looking forward to working with Doc Martens in the future! Read more at http://bit.ly/DocMartins"	"Cancer Fund For Children"	1414498500	"en"
"62502980797_10154297508215798"	"Our #HealthActionAwards took place today  kindly sponsored by Centra NI!  Here is a short clip of the highlights of the day :-D   For more information on our School s programme  email: schools@actioncancer.org"	"Action Cancer"	1465923891	"en"
"62502980797_10151915663375798"	"Good Luck to all our Vietnam Trekkers who set off at 6am this morning for their ten day trek. £85 000 raised to date and still counting. Thanks for the support guys!"	"Action Cancer"	1382604915	"en"
"62502980797_10153964462535798"	"Coleraine Complementary Therapy Services Our complementary therapy services in Coleraine are really easy to access – based in Rathain Fold close to the railway station.  Maureen (recent client) said; “I cannot express how much coming for complementary therapy has helped me cope. I benefited both physically and mentally and felt safe to talk about anything which was worrying or bothering me. I felt lighter in spirit  recharged physically. I dread to think where I would have been without this excellent service.”   To make an appointment call Action Cancer on 028 9080 3344. :) #actioncancer #savinglivessupportingpeople"	"Action Cancer"	1456570800	"en"
"504292489664000_1726811017412135"	"Women’s first session at new venue at the Ozone. We were invited to play a match against a young Linfield team. They taught us a few lessons. Some great talent."	"Street Soccer NI"	1524780427	"en"
"141654136830_10152210316391831"	"Did you take part in our annual Slieve Donard Climb on Sunday? We would love to know what you thought! Please take just 1 minute to complete our super quick survey! https://www.surveymonkey.com/s/27L7XHF"	"Cancer Fund For Children"	1409129259	"en"
"141654136830_10152104652276831"	"Dermot O Hanlon is competing in a gruelling Ironman challenge in Athlone on August 3 to raise money for Cancer Fund for Children. The challenge involves  a 2.4 mile open-water swim  a 112 mile cycle and full-distance marathon to finish! Wow...I m exhausted just reading that! Dermot is aiming to raise £1k  if you would like to sponsor him pop along to his Just Giving page https://www.justgiving.com/dermot-o-hanlon/"	"Cancer Fund For Children"	1404130526	"en"
"267048219986944_1163355083689582"	"Santander Community Plus Awards   Grant Value: Up to £5 000   Deadline: None   Details: For small local charities or local projects of national charities with funding available to cover salaries  equipment or materials. Grants must directly help disadvantaged people in your local area. To apply  complete a Community Plus Nomination Form and leave it into your local Santander branch. There are no closing dates.   http://www.santanderfoundation.org.uk/community-plus.aspx"	"Supporting Communities"	1452091047	"en"
"301522759885516_1011273518910433"	"Check out the wonderful staff in Argos at Victoria square! looking good guys! 😁"	"Macmillan NI"	1462024515	"en"
"504292489664000_1483098881783351"	"Great video showing the Oslo Homeless World Cup teams preparing for Norway. https://www.youtube.com/watch?v=92F9VlMQgwU"	"Street Soccer NI"	1502802364	"en"
"62502980797_10155994811295798"	"THANK YOU Moneyreagh Action Cancer Group  The Group celebrates its annual dinner by presenting the charity with a cheque for £30 000.  The funds were raised through their Paint the Town Pink campaign  Monyreagh Fashion Show and Dee and Valerie Heron’s Open Farm Day.  In the last 39 years the Group has raised an amazing £415 000!  (Photograph courtesy of Newtownards Chronicle)"	"Action Cancer"	1509032009	"en"
"301522759885516_757874850916969"	"Don t forget November is free will writing month!"	"Macmillan NI"	1415186053	"en"
"62502980797_10154574616210798"	"Supporting Children/Young People.  Children can be profoundly frightened by a parents cancer diagnosis.  If this has been the case with your kids give us a call.  Our counselling service allows children (aged 5+) opportunity to express their worries and fears.  Children also love our complementary therapy services and getting pampered. Call now to book an appointment for your children."	"Action Cancer"	1475150401	"en"
"267048219986944_1697828740242211"	"Check out these free workshops from Linking Generations!"	"Supporting Communities"	1493914715	"en"
"282485720383_10158174909065384"	"The Ortus Group shared a photo."	"Ortus Group"	1486536648	"en"
"301522759885516_772394016131719"	"Look at these amazing passengers stopping by their local Translink Station to take their Elfie for Macmillan!!! You can get involved too by texting Elf to 70550 to donate £3.. Thank you"	"Macmillan NI"	1417796806	"en"
"282485720383_10155440458705384"	"Another free session for anybody thinking of starting their own business! Get in touch and register  it s on at the end of April"	"Ortus Group"	1429353720	"en"
"267048219986944_1345350855490003"	"FREE Digital Inclusion Training http://supportingcommunities.org/latest-events/2016/8/17/digital-inclusion-training"	"Supporting Communities"	1471435574	"en"
"504292489664000_1346629722096935"	"Football at Shaftesbury community centre today at 1.30pm. Hope to see you there"	"Street Soccer NI"	1491555688	"en"
"62502980797_10151860769735798"	"Great nte for over 1000 Legenderry Moonlight walkers last night  thanks so much everyone"	"Action Cancer"	1380362416	"en"
"141654136830_10153526388181831"	"Our Head Office is closed on Tuesday 12th & Wednesday 13th July for the Holidays.  We wish you all a peaceful and happy holiday!   We ll be back open bright and early on Thursday 14th July."	"Cancer Fund For Children"	1468310400	"en"
"62502980797_10151874067725798"	"Ladies don t forget RunHer is taking place this Sunday at Stormont  its not too late to raise funds for Action Cancer. Call 9080 3349 for a running vest and sponsor form :-)"	"Action Cancer"	1380898848	"en"
"141654136830_10153017980791831"	"#ThankYouThursday to everyone who made last night s #LightItUpGold vigil at Belfast City Hall so special. What an incredible way to close Childhood Cancer Awareness Month!"	"Cancer Fund For Children"	1443698299	"en"
"301522759885516_1114173545287096"	"Great photo here from Van Line with thanks to Laura for the buns - the lads say they went down a treat #worldsbiggestcoffeemorning"	"Macmillan NI"	1475244871	"en"
